resource,menu,price,location
pizzahutbd,Classic Margherita - medium,349,Dhanmondi
pizzahutbd,Classic Margherita - family,639,Dhanmondi
pizzahutbd,Veggie Lovers - personal,199,Dhanmondi
pizzahutbd,Veggie Lovers - medium,389,Dhanmondi
pizzahutbd,Veggie Lovers - family,709,Dhanmondi
pizzahutbd,Classic Beef - personal,269,Dhanmondi
pizzahutbd,Classic Beef - medium,509,Dhanmondi
pizzahutbd,Classic Beef - family,809,Dhanmondi
pizzahutbd,Ultimate Hot Chicken - personal,269,Dhanmondi
pizzahutbd,Ultimate Hot Chicken - medium,509,Dhanmondi
pizzahutbd,Ultimate Hot Chicken - family,809,Dhanmondi
pizzahutbd,Classic Chicken Sausage - personal,269,Dhanmondi
pizzahutbd,Classic Chicken Sausage - medium,509,Dhanmondi
pizzahutbd,Classic Chicken Sausage - family,809,Dhanmondi
pizzahutbd,Chicken Exotica - personal,329,Dhanmondi
pizzahutbd,Chicken Exotica - medium,619,Dhanmondi
pizzahutbd,Chicken Exotica - family,1089,Dhanmondi
pizzahutbd,Spicy Beef. - personal,329,Dhanmondi
pizzahutbd,Spicy Beef. - medium,619,Dhanmondi
pizzahutbd,Spicy Beef. - family,1089,Dhanmondi
pizzahutbd,Spicy Chicken. - personal,379,Dhanmondi
pizzahutbd,Spicy Chicken. - medium,709,Dhanmondi
pizzahutbd,Spicy Chicken. - family,1239,Dhanmondi
pizzahutbd,Beef Lovers. - personal,379,Dhanmondi
pizzahutbd,Beef Lovers. - medium,709,Dhanmondi
pizzahutbd,Beef Lovers. - family,1239,Dhanmondi
pizzahutbd,Veggie Supreme - personal,329,Dhanmondi
pizzahutbd,Veggie Supreme - medium,619,Dhanmondi
pizzahutbd,Veggie Supreme - family,1089,Dhanmondi
pizzahutbd,Double Cheese - personal,329,Dhanmondi
pizzahutbd,Double Cheese - medium,619,Dhanmondi
pizzahutbd,Double Cheese - family,1089,Dhanmondi
pizzahutbd,Spicy Kala Bhuna - personal,379,Dhanmondi
pizzahutbd,Spicy Kala Bhuna - medium,709,Dhanmondi
pizzahutbd,Spicy Kala Bhuna - family,1239,Dhanmondi
pizzahutbd,BBQ Chicken - personal,379,Dhanmondi
pizzahutbd,BBQ Chicken - medium,709,Dhanmondi
pizzahutbd,BBQ Chicken - family,1239,Dhanmondi
pizzahutbd,Smoky Grilled Buzz - personal,379,Dhanmondi
pizzahutbd,Smoky Grilled Buzz - medium,709,Dhanmondi
pizzahutbd,Smoky Grilled Buzz - family,1239,Dhanmondi
pizzahutbd,Beef Pepperoni - personal,379,Dhanmondi
pizzahutbd,Beef Pepperoni - medium,709,Dhanmondi
pizzahutbd,Beef Pepperoni - family,1239,Dhanmondi
pizzahutbd,Red N Hot. - personal,429,Dhanmondi
pizzahutbd,Red N Hot. - medium,819,Dhanmondi
pizzahutbd,Red N Hot. - family,1359,Dhanmondi
pizzahutbd,Supreme. - personal,429,Dhanmondi
pizzahutbd,Supreme. - medium,819,Dhanmondi
pizzahutbd,Supreme. - family,1359,Dhanmondi
pizzahutbd,Chicken Supreme. - personal,429,Dhanmondi
pizzahutbd,Chicken Supreme. - medium,819,Dhanmondi
pizzahutbd,Chicken Supreme. - family,1359,Dhanmondi
pizzahutbd,Chicken Classic. - personal,429,Dhanmondi
pizzahutbd,Chicken Classic. - medium,819,Dhanmondi
pizzahutbd,Chicken Classic. - family,1359,Dhanmondi
pizzahutbd,Chicken Delight. - personal,429,Dhanmondi
pizzahutbd,Chicken Delight. - medium,819,Dhanmondi
pizzahutbd,Chicken Delight. - family,1359,Dhanmondi
pizzahutbd,Bbq Temptation . - personal,429,Dhanmondi
pizzahutbd,Bbq Temptation . - medium,819,Dhanmondi
pizzahutbd,Bbq Temptation . - family,1359,Dhanmondi
pizzahutbd,Triple Chicken Feast - personal,479,Dhanmondi
pizzahutbd,Triple Chicken Feast - medium,899,Dhanmondi
pizzahutbd,Triple Chicken Feast - family,1529,Dhanmondi
pizzahutbd,Bbq Blast - personal,479,Dhanmondi
pizzahutbd,Bbq Blast - medium,899,Dhanmondi
pizzahutbd,Bbq Blast - family,1529,Dhanmondi
pizzahutbd,The Works - personal,479,Dhanmondi
pizzahutbd,The Works - medium,899,Dhanmondi
pizzahutbd,The Works - family,1529,Dhanmondi
pizzahutbd,Baked-Chicken Arabiatta - family,489,Dhanmondi
pizzahutbd,Baked-Chicken Mushroom - family,599,Dhanmondi
pizzahutbd,Garlic Bread Sticks - family,149,Dhanmondi
pizzahutbd,Garlic Bread - family,189,Dhanmondi
pizzahutbd,Baked Potato Wedges - family,259,Dhanmondi
pizzahutbd,Spicy Garlic Mushrooms - family,489,Dhanmondi
pizzahutbd,Garlic Bread Spicy Supreme - family,299,Dhanmondi
pizzahutbd,Garlic Bread Exotica - family,339,Dhanmondi
pizzahutbd,Cheesy Garlic Sticks - family,209,Dhanmondi
pizzahutbd,Garlic bread with cheese - family,289,Dhanmondi
pizzahutbd,PEPSI - family,35,Dhanmondi
pizzahutbd,Mountain Dew - family,32,Dhanmondi
pizzahutbd,7 UP - medium,35,Dhanmondi
pizzahutbd,Classic Margherita - personal,179,Dhanmondi(Delivery)
pizzahutbd,Classic Margherita - medium,349,Dhanmondi(Delivery)
pizzahutbd,Classic Margherita - family,639,Dhanmondi(Delivery)
pizzahutbd,Veggie Lovers - personal,199,Dhanmondi(Delivery)
pizzahutbd,Veggie Lovers - medium,389,Dhanmondi(Delivery)
pizzahutbd,Veggie Lovers - family,709,Dhanmondi(Delivery)
pizzahutbd,Classic Beef - personal,269,Dhanmondi(Delivery)
pizzahutbd,Classic Beef - medium,509,Dhanmondi(Delivery)
pizzahutbd,Classic Beef - family,809,Dhanmondi(Delivery)
pizzahutbd,Ultimate Hot Chicken - personal,269,Dhanmondi(Delivery)
pizzahutbd,Ultimate Hot Chicken - medium,509,Dhanmondi(Delivery)
pizzahutbd,Ultimate Hot Chicken - family,809,Dhanmondi(Delivery)
pizzahutbd,Classic Chicken Sausage - personal,269,Dhanmondi(Delivery)
pizzahutbd,Classic Chicken Sausage - medium,509,Dhanmondi(Delivery)
pizzahutbd,Classic Chicken Sausage - family,809,Dhanmondi(Delivery)
pizzahutbd,Chicken Exotica - personal,329,Dhanmondi(Delivery)
pizzahutbd,Chicken Exotica - medium,619,Dhanmondi(Delivery)
pizzahutbd,Chicken Exotica - family,1089,Dhanmondi(Delivery)
pizzahutbd,Spicy Beef. - personal,329,Dhanmondi(Delivery)
pizzahutbd,Spicy Beef. - medium,619,Dhanmondi(Delivery)
pizzahutbd,Spicy Beef. - family,1089,Dhanmondi(Delivery)
pizzahutbd,Spicy Chicken. - personal,379,Dhanmondi(Delivery)
pizzahutbd,Spicy Chicken. - medium,709,Dhanmondi(Delivery)
pizzahutbd,Spicy Chicken. - family,1239,Dhanmondi(Delivery)
pizzahutbd,Beef Lovers. - personal,379,Dhanmondi(Delivery)
pizzahutbd,Beef Lovers. - medium,709,Dhanmondi(Delivery)
pizzahutbd,Beef Lovers. - family,1239,Dhanmondi(Delivery)
pizzahutbd,Veggie Supreme - personal,329,Dhanmondi(Delivery)
pizzahutbd,Veggie Supreme - medium,619,Dhanmondi(Delivery)
pizzahutbd,Veggie Supreme - family,1089,Dhanmondi(Delivery)
pizzahutbd,Double Cheese - personal,329,Dhanmondi(Delivery)
pizzahutbd,Double Cheese - medium,619,Dhanmondi(Delivery)
pizzahutbd,Double Cheese - family,1089,Dhanmondi(Delivery)
pizzahutbd,Spicy Kala Bhuna - personal,379,Dhanmondi(Delivery)
pizzahutbd,Spicy Kala Bhuna - medium,709,Dhanmondi(Delivery)
pizzahutbd,Spicy Kala Bhuna - family,1239,Dhanmondi(Delivery)
pizzahutbd,BBQ Chicken - personal,379,Dhanmondi(Delivery)
pizzahutbd,BBQ Chicken - medium,709,Dhanmondi(Delivery)
pizzahutbd,BBQ Chicken - family,1239,Dhanmondi(Delivery)
pizzahutbd,Smoky Grilled Buzz - personal,379,Dhanmondi(Delivery)
pizzahutbd,Smoky Grilled Buzz - medium,709,Dhanmondi(Delivery)
pizzahutbd,Smoky Grilled Buzz - family,1239,Dhanmondi(Delivery)
pizzahutbd,Beef Pepperoni - personal,379,Dhanmondi(Delivery)
pizzahutbd,Beef Pepperoni - medium,709,Dhanmondi(Delivery)
pizzahutbd,Beef Pepperoni - family,1239,Dhanmondi(Delivery)
pizzahutbd,Red N Hot. - personal,429,Dhanmondi(Delivery)
pizzahutbd,Red N Hot. - medium,819,Dhanmondi(Delivery)
pizzahutbd,Red N Hot. - family,1359,Dhanmondi(Delivery)
pizzahutbd,Supreme. - personal,429,Dhanmondi(Delivery)
pizzahutbd,Supreme. - medium,819,Dhanmondi(Delivery)
pizzahutbd,Supreme. - family,1359,Dhanmondi(Delivery)
pizzahutbd,Chicken Supreme. - personal,429,Dhanmondi(Delivery)
pizzahutbd,Chicken Supreme. - medium,819,Dhanmondi(Delivery)
pizzahutbd,Chicken Supreme. - family,1359,Dhanmondi(Delivery)
pizzahutbd,Chicken Classic. - personal,429,Dhanmondi(Delivery)
pizzahutbd,Chicken Classic. - medium,819,Dhanmondi(Delivery)
pizzahutbd,Chicken Classic. - family,1359,Dhanmondi(Delivery)
pizzahutbd,Chicken Delight. - personal,429,Dhanmondi(Delivery)
pizzahutbd,Chicken Delight. - medium,819,Dhanmondi(Delivery)
pizzahutbd,Chicken Delight. - family,1359,Dhanmondi(Delivery)
pizzahutbd,Bbq Temptation . - personal,429,Dhanmondi(Delivery)
pizzahutbd,Bbq Temptation . - medium,819,Dhanmondi(Delivery)
pizzahutbd,Bbq Temptation . - family,1359,Dhanmondi(Delivery)
pizzahutbd,Triple Chicken Feast - personal,479,Dhanmondi(Delivery)
pizzahutbd,Triple Chicken Feast - medium,899,Dhanmondi(Delivery)
pizzahutbd,Triple Chicken Feast - family,1529,Dhanmondi(Delivery)
pizzahutbd,Bbq Blast - personal,479,Dhanmondi(Delivery)
pizzahutbd,Bbq Blast - medium,899,Dhanmondi(Delivery)
pizzahutbd,Bbq Blast - family,1529,Dhanmondi(Delivery)
pizzahutbd,The Works - personal,479,Dhanmondi(Delivery)
pizzahutbd,The Works - medium,899,Dhanmondi(Delivery)
pizzahutbd,The Works - family,1529,Dhanmondi(Delivery)
pizzahutbd,Baked-Chicken Arabiatta - family,489,Dhanmondi(Delivery)
pizzahutbd,Baked-Chicken Mushroom - family,599,Dhanmondi(Delivery)
pizzahutbd,Garlic Bread Sticks - family,149,Dhanmondi(Delivery)
pizzahutbd,Garlic Bread - family,189,Dhanmondi(Delivery)
pizzahutbd,Baked Potato Wedges - family,259,Dhanmondi(Delivery)
pizzahutbd,Spicy Garlic Mushrooms - family,489,Dhanmondi(Delivery)
pizzahutbd,Garlic Bread Spicy Supreme - family,299,Dhanmondi(Delivery)
pizzahutbd,Garlic Bread Exotica - family,339,Dhanmondi(Delivery)
pizzahutbd,Cheesy Garlic Sticks - family,209,Dhanmondi(Delivery)
pizzahutbd,Garlic bread with cheese - family,289,Dhanmondi(Delivery)
pizzahutbd,PEPSI - family,35,Dhanmondi(Delivery)
pizzahutbd,Mountain Dew - family,32,Dhanmondi(Delivery)
pizzahutbd,7 UP - medium,35,Dhanmondi(Delivery)
pizzahutbd,Classic Margherita - personal,179,Baily Road
pizzahutbd,Classic Margherita - medium,349,Baily Road
pizzahutbd,Classic Margherita - family,639,Baily Road
pizzahutbd,Veggie Lovers - personal,199,Baily Road
pizzahutbd,Veggie Lovers - medium,389,Baily Road
pizzahutbd,Veggie Lovers - family,709,Baily Road
pizzahutbd,Classic Beef - personal,269,Baily Road
pizzahutbd,Classic Beef - medium,509,Baily Road
pizzahutbd,Classic Beef - family,809,Baily Road
pizzahutbd,Ultimate Hot Chicken - personal,269,Baily Road
pizzahutbd,Ultimate Hot Chicken - medium,509,Baily Road
pizzahutbd,Ultimate Hot Chicken - family,809,Baily Road
pizzahutbd,Classic Chicken Sausage - personal,269,Baily Road
pizzahutbd,Classic Chicken Sausage - medium,509,Baily Road
pizzahutbd,Classic Chicken Sausage - family,809,Baily Road
pizzahutbd,Chicken Exotica - personal,329,Baily Road
pizzahutbd,Chicken Exotica - medium,619,Baily Road
pizzahutbd,Chicken Exotica - family,1089,Baily Road
pizzahutbd,Spicy Beef. - personal,329,Baily Road
pizzahutbd,Spicy Beef. - medium,619,Baily Road
pizzahutbd,Spicy Beef. - family,1089,Baily Road
pizzahutbd,Spicy Chicken. - personal,379,Baily Road
pizzahutbd,Spicy Chicken. - medium,709,Baily Road
pizzahutbd,Spicy Chicken. - family,1239,Baily Road
pizzahutbd,Beef Lovers. - personal,379,Baily Road
pizzahutbd,Beef Lovers. - medium,709,Baily Road
pizzahutbd,Beef Lovers. - family,1239,Baily Road
pizzahutbd,Veggie Supreme - personal,329,Baily Road
pizzahutbd,Veggie Supreme - medium,619,Baily Road
pizzahutbd,Veggie Supreme - family,1089,Baily Road
pizzahutbd,Double Cheese - personal,329,Baily Road
pizzahutbd,Double Cheese - medium,619,Baily Road
pizzahutbd,Double Cheese - family,1089,Baily Road
pizzahutbd,Spicy Kala Bhuna - personal,379,Baily Road
pizzahutbd,Spicy Kala Bhuna - medium,709,Baily Road
pizzahutbd,Spicy Kala Bhuna - family,1239,Baily Road
pizzahutbd,BBQ Chicken - personal,379,Baily Road
pizzahutbd,BBQ Chicken - medium,709,Baily Road
pizzahutbd,BBQ Chicken - family,1239,Baily Road
pizzahutbd,Smoky Grilled Buzz - personal,379,Baily Road
pizzahutbd,Smoky Grilled Buzz - medium,709,Baily Road
pizzahutbd,Smoky Grilled Buzz - family,1239,Baily Road
pizzahutbd,Beef Pepperoni - personal,379,Baily Road
pizzahutbd,Beef Pepperoni - medium,709,Baily Road
pizzahutbd,Beef Pepperoni - family,1239,Baily Road
pizzahutbd,Red N Hot. - personal,429,Baily Road
pizzahutbd,Red N Hot. - medium,819,Baily Road
pizzahutbd,Red N Hot. - family,1359,Baily Road
pizzahutbd,Supreme. - personal,429,Baily Road
pizzahutbd,Supreme. - medium,819,Baily Road
pizzahutbd,Supreme. - family,1359,Baily Road
pizzahutbd,Chicken Supreme. - personal,429,Baily Road
pizzahutbd,Chicken Supreme. - medium,819,Baily Road
pizzahutbd,Chicken Supreme. - family,1359,Baily Road
pizzahutbd,Chicken Classic. - personal,429,Baily Road
pizzahutbd,Chicken Classic. - medium,819,Baily Road
pizzahutbd,Chicken Classic. - family,1359,Baily Road
pizzahutbd,Chicken Delight. - personal,429,Baily Road
pizzahutbd,Chicken Delight. - medium,819,Baily Road
pizzahutbd,Chicken Delight. - family,1359,Baily Road
pizzahutbd,Bbq Temptation . - personal,429,Baily Road
pizzahutbd,Bbq Temptation . - medium,819,Baily Road
pizzahutbd,Bbq Temptation . - family,1359,Baily Road
pizzahutbd,Triple Chicken Feast - personal,479,Baily Road
pizzahutbd,Triple Chicken Feast - medium,899,Baily Road
pizzahutbd,Triple Chicken Feast - family,1529,Baily Road
pizzahutbd,Bbq Blast - personal,479,Baily Road
pizzahutbd,Bbq Blast - medium,899,Baily Road
pizzahutbd,Bbq Blast - family,1529,Baily Road
pizzahutbd,The Works - personal,479,Baily Road
pizzahutbd,The Works - medium,899,Baily Road
pizzahutbd,The Works - family,1529,Baily Road
pizzahutbd,Baked-Chicken Arabiatta - family,489,Baily Road
pizzahutbd,Baked-Chicken Mushroom - family,599,Baily Road
pizzahutbd,Garlic Bread Sticks - family,149,Baily Road
pizzahutbd,Garlic Bread - family,189,Baily Road
pizzahutbd,Baked Potato Wedges - family,259,Baily Road
pizzahutbd,Spicy Garlic Mushrooms - family,489,Baily Road
pizzahutbd,Garlic Bread Spicy Supreme - family,299,Baily Road
pizzahutbd,Garlic Bread Exotica - family,339,Baily Road
pizzahutbd,Cheesy Garlic Sticks - family,209,Baily Road
pizzahutbd,Garlic bread with cheese - family,289,Baily Road
pizzahutbd,PEPSI - family,35,Baily Road
pizzahutbd,Mountain Dew - family,32,Baily Road
pizzahutbd,7 UP - medium,35,Baily Road
pizzahutbd,Classic Margherita - personal,179,Uttara
pizzahutbd,Classic Margherita - medium,349,Uttara
pizzahutbd,Classic Margherita - family,639,Uttara
pizzahutbd,Veggie Lovers - personal,199,Uttara
pizzahutbd,Veggie Lovers - medium,389,Uttara
pizzahutbd,Veggie Lovers - family,709,Uttara
pizzahutbd,Classic Beef - personal,269,Uttara
pizzahutbd,Classic Beef - medium,509,Uttara
pizzahutbd,Classic Beef - family,809,Uttara
pizzahutbd,Ultimate Hot Chicken - personal,269,Uttara
pizzahutbd,Ultimate Hot Chicken - medium,509,Uttara
pizzahutbd,Ultimate Hot Chicken - family,809,Uttara
pizzahutbd,Classic Chicken Sausage - personal,269,Uttara
pizzahutbd,Classic Chicken Sausage - medium,509,Uttara
pizzahutbd,Classic Chicken Sausage - family,809,Uttara
pizzahutbd,Chicken Exotica - personal,329,Uttara
pizzahutbd,Chicken Exotica - medium,619,Uttara
pizzahutbd,Chicken Exotica - family,1089,Uttara
pizzahutbd,Spicy Beef. - personal,329,Uttara
pizzahutbd,Spicy Beef. - medium,619,Uttara
pizzahutbd,Spicy Beef. - family,1089,Uttara
pizzahutbd,Spicy Chicken. - personal,379,Uttara
pizzahutbd,Spicy Chicken. - medium,709,Uttara
pizzahutbd,Spicy Chicken. - family,1239,Uttara
pizzahutbd,Beef Lovers. - personal,379,Uttara
pizzahutbd,Beef Lovers. - medium,709,Uttara
pizzahutbd,Beef Lovers. - family,1239,Uttara
pizzahutbd,Veggie Supreme - personal,329,Uttara
pizzahutbd,Veggie Supreme - medium,619,Uttara
pizzahutbd,Veggie Supreme - family,1089,Uttara
pizzahutbd,Double Cheese - personal,329,Uttara
pizzahutbd,Double Cheese - medium,619,Uttara
pizzahutbd,Double Cheese - family,1089,Uttara
pizzahutbd,Spicy Kala Bhuna - personal,379,Uttara
pizzahutbd,Spicy Kala Bhuna - medium,709,Uttara
pizzahutbd,Spicy Kala Bhuna - family,1239,Uttara
pizzahutbd,BBQ Chicken - personal,379,Uttara
pizzahutbd,BBQ Chicken - medium,709,Uttara
pizzahutbd,BBQ Chicken - family,1239,Uttara
pizzahutbd,Smoky Grilled Buzz - personal,379,Uttara
pizzahutbd,Smoky Grilled Buzz - medium,709,Uttara
pizzahutbd,Smoky Grilled Buzz - family,1239,Uttara
pizzahutbd,Beef Pepperoni - personal,379,Uttara
pizzahutbd,Beef Pepperoni - medium,709,Uttara
pizzahutbd,Beef Pepperoni - family,1239,Uttara
pizzahutbd,Red N Hot. - personal,429,Uttara
pizzahutbd,Red N Hot. - medium,819,Uttara
pizzahutbd,Red N Hot. - family,1359,Uttara
pizzahutbd,Supreme. - personal,429,Uttara
pizzahutbd,Supreme. - medium,819,Uttara
pizzahutbd,Supreme. - family,1359,Uttara
pizzahutbd,Chicken Supreme. - personal,429,Uttara
pizzahutbd,Chicken Supreme. - medium,819,Uttara
pizzahutbd,Chicken Supreme. - family,1359,Uttara
pizzahutbd,Chicken Classic. - personal,429,Uttara
pizzahutbd,Chicken Classic. - medium,819,Uttara
pizzahutbd,Chicken Classic. - family,1359,Uttara
pizzahutbd,Chicken Delight. - personal,429,Uttara
pizzahutbd,Chicken Delight. - medium,819,Uttara
pizzahutbd,Chicken Delight. - family,1359,Uttara
pizzahutbd,Bbq Temptation . - personal,429,Uttara
pizzahutbd,Bbq Temptation . - medium,819,Uttara
pizzahutbd,Bbq Temptation . - family,1359,Uttara
pizzahutbd,Triple Chicken Feast - personal,479,Uttara
pizzahutbd,Triple Chicken Feast - medium,899,Uttara
pizzahutbd,Triple Chicken Feast - family,1529,Uttara
pizzahutbd,Bbq Blast - personal,479,Uttara
pizzahutbd,Bbq Blast - medium,899,Uttara
pizzahutbd,Bbq Blast - family,1529,Uttara
pizzahutbd,The Works - personal,479,Uttara
pizzahutbd,The Works - medium,899,Uttara
pizzahutbd,The Works - family,1529,Uttara
pizzahutbd,Baked-Chicken Arabiatta - family,489,Uttara
pizzahutbd,Baked-Chicken Mushroom - family,599,Uttara
pizzahutbd,Garlic Bread Sticks - family,149,Uttara
pizzahutbd,Garlic Bread - family,189,Uttara
pizzahutbd,Baked Potato Wedges - family,259,Uttara
pizzahutbd,Spicy Garlic Mushrooms - family,489,Uttara
pizzahutbd,Garlic Bread Spicy Supreme - family,299,Uttara
pizzahutbd,Garlic Bread Exotica - family,339,Uttara
pizzahutbd,Cheesy Garlic Sticks - family,209,Uttara
pizzahutbd,Garlic bread with cheese - family,289,Uttara
pizzahutbd,PEPSI - family,35,Uttara
pizzahutbd,Mountain Dew - family,32,Uttara
pizzahutbd,7 UP - medium,35,Uttara
pizzahutbd,Classic Margherita - personal,179,Uttara(Delivery)
pizzahutbd,Classic Margherita - medium,349,Uttara(Delivery)
pizzahutbd,Classic Margherita - family,639,Uttara(Delivery)
pizzahutbd,Veggie Lovers - personal,199,Uttara(Delivery)
pizzahutbd,Veggie Lovers - medium,389,Uttara(Delivery)
pizzahutbd,Veggie Lovers - family,709,Uttara(Delivery)
pizzahutbd,Classic Beef - personal,269,Uttara(Delivery)
pizzahutbd,Classic Beef - medium,509,Uttara(Delivery)
pizzahutbd,Classic Beef - family,809,Uttara(Delivery)
pizzahutbd,Ultimate Hot Chicken - personal,269,Uttara(Delivery)
pizzahutbd,Ultimate Hot Chicken - medium,509,Uttara(Delivery)
pizzahutbd,Ultimate Hot Chicken - family,809,Uttara(Delivery)
pizzahutbd,Classic Chicken Sausage - personal,269,Uttara(Delivery)
pizzahutbd,Classic Chicken Sausage - medium,509,Uttara(Delivery)
pizzahutbd,Classic Chicken Sausage - family,809,Uttara(Delivery)
pizzahutbd,Chicken Exotica - personal,329,Uttara(Delivery)
pizzahutbd,Chicken Exotica - medium,619,Uttara(Delivery)
pizzahutbd,Chicken Exotica - family,1089,Uttara(Delivery)
pizzahutbd,Spicy Beef. - personal,329,Uttara(Delivery)
pizzahutbd,Spicy Beef. - medium,619,Uttara(Delivery)
pizzahutbd,Spicy Beef. - family,1089,Uttara(Delivery)
pizzahutbd,Spicy Chicken. - personal,379,Uttara(Delivery)
pizzahutbd,Spicy Chicken. - medium,709,Uttara(Delivery)
pizzahutbd,Spicy Chicken. - family,1239,Uttara(Delivery)
pizzahutbd,Beef Lovers. - personal,379,Uttara(Delivery)
pizzahutbd,Beef Lovers. - medium,709,Uttara(Delivery)
pizzahutbd,Beef Lovers. - family,1239,Uttara(Delivery)
pizzahutbd,Veggie Supreme - personal,329,Uttara(Delivery)
pizzahutbd,Veggie Supreme - medium,619,Uttara(Delivery)
pizzahutbd,Veggie Supreme - family,1089,Uttara(Delivery)
pizzahutbd,Double Cheese - personal,329,Uttara(Delivery)
pizzahutbd,Double Cheese - medium,619,Uttara(Delivery)
pizzahutbd,Double Cheese - family,1089,Uttara(Delivery)
pizzahutbd,Spicy Kala Bhuna - personal,379,Uttara(Delivery)
pizzahutbd,Spicy Kala Bhuna - medium,709,Uttara(Delivery)
pizzahutbd,Spicy Kala Bhuna - family,1239,Uttara(Delivery)
pizzahutbd,BBQ Chicken - personal,379,Uttara(Delivery)
pizzahutbd,BBQ Chicken - medium,709,Uttara(Delivery)
pizzahutbd,BBQ Chicken - family,1239,Uttara(Delivery)
pizzahutbd,Smoky Grilled Buzz - personal,379,Uttara(Delivery)
pizzahutbd,Smoky Grilled Buzz - medium,709,Uttara(Delivery)
pizzahutbd,Smoky Grilled Buzz - family,1239,Uttara(Delivery)
pizzahutbd,Beef Pepperoni - personal,379,Uttara(Delivery)
pizzahutbd,Beef Pepperoni - medium,709,Uttara(Delivery)
pizzahutbd,Beef Pepperoni - family,1239,Uttara(Delivery)
pizzahutbd,Red N Hot. - personal,429,Uttara(Delivery)
pizzahutbd,Red N Hot. - medium,819,Uttara(Delivery)
pizzahutbd,Red N Hot. - family,1359,Uttara(Delivery)
pizzahutbd,Supreme. - personal,429,Uttara(Delivery)
pizzahutbd,Supreme. - medium,819,Uttara(Delivery)
pizzahutbd,Supreme. - family,1359,Uttara(Delivery)
pizzahutbd,Chicken Supreme. - personal,429,Uttara(Delivery)
pizzahutbd,Chicken Supreme. - medium,819,Uttara(Delivery)
pizzahutbd,Chicken Supreme. - family,1359,Uttara(Delivery)
pizzahutbd,Chicken Classic. - personal,429,Uttara(Delivery)
pizzahutbd,Chicken Classic. - medium,819,Uttara(Delivery)
pizzahutbd,Chicken Classic. - family,1359,Uttara(Delivery)
pizzahutbd,Chicken Delight. - personal,429,Uttara(Delivery)
pizzahutbd,Chicken Delight. - medium,819,Uttara(Delivery)
pizzahutbd,Chicken Delight. - family,1359,Uttara(Delivery)
pizzahutbd,Bbq Temptation . - personal,429,Uttara(Delivery)
pizzahutbd,Bbq Temptation . - medium,819,Uttara(Delivery)
pizzahutbd,Bbq Temptation . - family,1359,Uttara(Delivery)
pizzahutbd,Triple Chicken Feast - personal,479,Uttara(Delivery)
pizzahutbd,Triple Chicken Feast - medium,899,Uttara(Delivery)
pizzahutbd,Triple Chicken Feast - family,1529,Uttara(Delivery)
pizzahutbd,Bbq Blast - personal,479,Uttara(Delivery)
pizzahutbd,Bbq Blast - medium,899,Uttara(Delivery)
pizzahutbd,Bbq Blast - family,1529,Uttara(Delivery)
pizzahutbd,The Works - personal,479,Uttara(Delivery)
pizzahutbd,The Works - medium,899,Uttara(Delivery)
pizzahutbd,The Works - family,1529,Uttara(Delivery)
pizzahutbd,Baked-Chicken Arabiatta - family,489,Uttara(Delivery)
pizzahutbd,Baked-Chicken Mushroom - family,599,Uttara(Delivery)
pizzahutbd,Garlic Bread Sticks - family,149,Uttara(Delivery)
pizzahutbd,Garlic Bread - family,189,Uttara(Delivery)
pizzahutbd,Baked Potato Wedges - family,259,Uttara(Delivery)
pizzahutbd,Spicy Garlic Mushrooms - family,489,Uttara(Delivery)
pizzahutbd,Garlic Bread Spicy Supreme - family,299,Uttara(Delivery)
pizzahutbd,Garlic Bread Exotica - family,339,Uttara(Delivery)
pizzahutbd,Cheesy Garlic Sticks - family,209,Uttara(Delivery)
pizzahutbd,Garlic bread with cheese - family,289,Uttara(Delivery)
pizzahutbd,PEPSI - family,35,Uttara(Delivery)
pizzahutbd,Mountain Dew - family,32,Uttara(Delivery)
pizzahutbd,7 UP - medium,35,Uttara(Delivery)
pizzahutbd,Classic Margherita - personal,179,Bhatara(Delivery)
pizzahutbd,Classic Margherita - medium,349,Bhatara(Delivery)
pizzahutbd,Classic Margherita - family,639,Bhatara(Delivery)
pizzahutbd,Veggie Lovers - personal,199,Bhatara(Delivery)
pizzahutbd,Veggie Lovers - medium,389,Bhatara(Delivery)
pizzahutbd,Veggie Lovers - family,709,Bhatara(Delivery)
pizzahutbd,Classic Beef - personal,269,Bhatara(Delivery)
pizzahutbd,Classic Beef - medium,509,Bhatara(Delivery)
pizzahutbd,Classic Beef - family,809,Bhatara(Delivery)
pizzahutbd,Ultimate Hot Chicken - personal,269,Bhatara(Delivery)
pizzahutbd,Ultimate Hot Chicken - medium,509,Bhatara(Delivery)
pizzahutbd,Ultimate Hot Chicken - family,809,Bhatara(Delivery)
pizzahutbd,Classic Chicken Sausage - personal,269,Bhatara(Delivery)
pizzahutbd,Classic Chicken Sausage - medium,509,Bhatara(Delivery)
pizzahutbd,Classic Chicken Sausage - family,809,Bhatara(Delivery)
pizzahutbd,Chicken Exotica - personal,329,Bhatara(Delivery)
pizzahutbd,Chicken Exotica - medium,619,Bhatara(Delivery)
pizzahutbd,Chicken Exotica - family,1089,Bhatara(Delivery)
pizzahutbd,Spicy Beef. - personal,329,Bhatara(Delivery)
pizzahutbd,Spicy Beef. - medium,619,Bhatara(Delivery)
pizzahutbd,Spicy Beef. - family,1089,Bhatara(Delivery)
pizzahutbd,Spicy Chicken. - personal,379,Bhatara(Delivery)
